-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
0.20000, 5.03350
0.20000, 5.03350
0.20000, 5.03350
0.20000, 5.03350
-1.10000, -1.12207
-1.10000, -1.12207
-1.40000, -1.01477
-1.40000, -1.01477
-1.20000, -1.07292
-1.20000, -1.07292
-1.20000, -1.07292
-1.20000, -1.07292
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-1.20000, -1.07292
-1.20000, -1.07292
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-1.20000, -1.07474
-1.20000, -1.07474
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-1.20000, -1.04167
-1.20000, -1.04167
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-1.20000, -1.07292
-1.20000, -1.07292
-0.70000, -1.55227
-0.70000, -1.55227
-0.20000, -5.03350
-0.20000, -5.03350
-0.10000, -10.01669
-0.10000, -10.01669
-1.20000, -2.82103
-1.20000, -2.82103
-0.70000, -1.44420
-0.70000, -1.44420
-0.20000, -1.20404
-0.20000, -1.20404
-0.10000, -1.19223
-0.10000, -1.19223
