-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
0.20000, 0.19867
0.98007, 0.83053
0.20000, 0.19867
0.98007, 0.83053
0.20000, 0.19867
0.98007, 0.83053
0.20000, 0.19867
0.98007, 0.83053
-1.10000, -0.89121
0.45360, 0.43820
-1.10000, -0.89121
-1.10000, -0.89121
-1.40000, -0.98545
0.16997, 0.16915
-1.40000, -0.98545
-1.40000, -0.98545
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
-1.20000, -0.93204
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
-1.20000, -0.93204
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
-1.20000, -0.93204
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-1.20000, -0.93046
0.36640, 0.36020
-1.20000, -0.93046
-1.20000, -0.93046
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-1.20000, -0.96000
0.28000, 0.27724
-1.20000, -0.96000
-1.20000, -0.96000
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
-1.20000, -0.93204
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
-0.70000, -0.64422
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
-0.20000, -0.19867
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
-0.10000, -0.09983
0.36236, 0.35448
0.36236, 0.35448
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
0.36236, 0.35448
-1.20000, -0.93204
0.76484, 0.69242
0.76484, 0.69242
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
0.76484, 0.69242
-0.70000, -0.64422
0.98007, 0.83053
0.98007, 0.83053
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
0.98007, 0.83053
-0.20000, -0.19867
0.99500, 0.83876
0.99500, 0.83876
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
0.99500, 0.83876
-0.10000, -0.09983
